Ax (g),Ay (g),Az (g),Gx (dps),Gy (dps),Gz (dps),Temp (degC),engine_speed (rpm),vehicle_speed (km/h),engine_load (%),throttle_position (%),distance_traveled_mil (km),o2_volt1 (V),o2_volt2 (V),o2_curr1 (A),o2_curr2 (A)
0.0205,  -0.0820,  2.0359,  7.6300,  -10.4300,  -9.7300,  21.7461,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0190,  -0.0820,  2.0359,  4.0600,  -10.4300,  -7.0700,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0259,  -0.0839,  2.0340,  4.0600,  -6.9300,  -3.5700,  21.6875,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0176,  -0.0903,  2.0379,  -1.2600,  -2.5200,  2.6600,  21.6641,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0229,  -0.0810,  2.0315,  2.3100,  -9.5200,  -5.3200,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0215,  -0.0839,  2.0394,  2.3100,  -15.6800,  0.0000,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0288,  -0.0834,  2.0408,  -0.3500,  -3.4300,  -2.6600,  21.7305,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0273,  -0.0864,  2.0364,  -1.2600,  -6.0200,  -6.1600,  21.7188,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0293,  -0.0864,  2.0350,  5.8800,  -13.9300,  -7.0700,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0273,  -0.0878,  2.0306,  4.9700,  -7.7700,  -4.4100,  21.6797,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0293,  -0.0830,  2.0389,  1.4000,  -6.9300,  -6.2300,  21.7031,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0244,  -0.0844,  2.0359,  2.3100,  -14.7700,  -13.3000,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0205,  -0.0786,  2.0369,  7.6300,  -8.6800,  -7.0700,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0278,  -0.0864,  2.0364,  2.3100,  -13.9300,  -1.7500,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0293,  -0.0820,  2.0350,  5.8800,  -12.1800,  -3.5000,  21.7031,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0244,  -0.0795,  2.0359,  0.4900,  -7.7700,  0.9100,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0234,  -0.0844,  2.0354,  0.4900,  -13.0200,  -7.0700,  21.6797,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0244,  -0.0825,  2.0384,  4.9700,  -9.5200,  0.8400,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0268,  -0.0844,  2.0389,  6.7200,  -15.6800,  -7.0700,  21.7305,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0254,  -0.0898,  2.0350,  4.9700,  -6.9300,  -4.4100,  21.6953,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0239,  -0.0849,  2.0379,  3.1500,  -10.4300,  -6.1600,  21.7500,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0283,  -0.0898,  2.0364,  -1.3300,  -10.4300,  -6.2300,  21.7500,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0220,  -0.0830,  2.0369,  -0.3500,  -9.5200,  -1.7500,  21.7305,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0259,  -0.0854,  2.0384,  4.0600,  -10.4300,  -4.4100,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0171,  -0.0830,  2.0359,  4.0600,  -16.5200,  -2.6600,  21.7305,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0273,  -0.0854,  2.0379,  -3.0800,  -9.5200,  -5.3200,  21.7305,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0190,  -0.0844,  2.0394,  0.4900,  -11.2700,  -3.5700,  21.6562,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0220,  -0.0825,  2.0389,  6.7900,  -11.2700,  -6.1600,  21.6875,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0259,  -0.0864,  2.0364,  1.4000,  -0.7700,  -1.7500,  21.6562,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0210,  -0.0844,  2.0330,  2.3100,  -12.1800,  -2.6600,  21.7031,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0273,  -0.0791,  2.0389,  -3.0800,  -12.1800,  -3.5700,  21.7031,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0239,  -0.0776,  2.0384,  -0.4200,  -13.9300,  -1.8200,  21.6953,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0264,  -0.0859,  2.0379,  -0.3500,  -7.7700,  3.5700,  21.6797,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0195,  -0.0815,  2.0354,  8.5400,  -12.1800,  -3.5000,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0342,  -0.0878,  2.0325,  4.9700,  -12.1800,  -3.5700,  21.6797,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0264,  -0.0800,  2.0345,  5.8800,  -10.4300,  -2.6600,  21.6953,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0239,  -0.0810,  2.0354,  4.0600,  -7.7700,  0.0000,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0249,  -0.0839,  2.0384,  -0.3500,  -4.2700,  0.9100,  21.6719,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0303,  -0.0864,  2.0364,  -1.2600,  -6.0200,  3.5700,  21.6875,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0303,  -0.0791,  2.0364,  -1.2600,  -6.0200,  0.0000,  21.7031,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0307,  -0.0839,  2.0340,  6.7900,  -11.2700,  -3.5700,  21.6953,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0205,  -0.0810,  2.0413,  -4.9000,  -3.4300,  3.5700,  21.6953,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0259,  -0.0791,  2.0345,  1.4000,  -13.9300,  -1.8200,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0229,  -0.0834,  2.0335,  10.3600,  -7.7700,  -10.6400,  21.6836,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0278,  -0.0825,  2.0364,  -0.3500,  -10.4300,  -6.2300,  21.6953,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0303,  -0.0844,  2.0408,  8.5400,  -15.6800,  -5.3200,  21.6875,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0234,  -0.0830,  2.0359,  -0.3500,  -8.6800,  -5.3200,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0259,  -0.0800,  2.0379,  1.4000,  -6.9300,  -7.0700,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0239,  -0.0810,  2.0413,  2.3100,  -11.2700,  0.0000,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0278,  -0.0844,  2.0340,  4.9700,  -5.1800,  -0.8400,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0229,  -0.0839,  2.0437,  0.4900,  -11.2700,  3.5700,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0254,  -0.0815,  2.0350,  -3.0800,  -7.7700,  1.7500,  21.7266,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0244,  -0.0839,  2.0384,  1.4000,  -11.2700,  -2.6600,  21.7031,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0234,  -0.0844,  2.0345,  -2.1700,  -7.7700,  -4.4100,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0185,  -0.0795,  2.0315,  2.3100,  -11.2700,  -7.0700,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0303,  -0.0844,  2.0379,  2.3100,  -10.4300,  0.8400,  21.6719,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0278,  -0.0805,  2.0413,  1.4000,  -12.1800,  -7.9800,  21.7461,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0278,  -0.0849,  2.0345,  -2.1700,  -10.4300,  6.1600,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0200,  -0.0834,  2.0335,  0.4900,  -8.6800,  1.7500,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0288,  -0.0786,  2.0335,  0.4900,  -6.9300,  -4.4100,  21.7500,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0381,  -0.0815,  2.0364,  -2.1700,  -1.6800,  -1.7500,  21.6719,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0215,  -0.0800,  2.0325,  3.2200,  -13.9300,  -2.6600,  21.6953,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0264,  -0.0800,  2.0413,  7.6300,  -13.0200,  -7.9800,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0312,  -0.0849,  2.0384,  4.0600,  -6.0200,  2.6600,  21.7070,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0190,  -0.0795,  2.0394,  -2.1700,  -12.1800,  2.6600,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0229,  -0.0883,  2.0345,  0.4900,  -3.4300,  -2.6600,  21.7461,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0249,  -0.0844,  2.0350,  0.4900,  -11.2700,  1.7500,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0215,  -0.0903,  2.0320,  7.6300,  -16.5200,  -3.5700,  21.6953,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0254,  -0.0888,  2.0394,  -2.1700,  -1.6800,  0.0000,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0215,  -0.0830,  2.0398,  -3.0800,  -3.4300,  7.0700,  21.7031,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0146,  -0.0859,  2.0457,  1.4000,  -9.5200,  -3.5700,  21.7070,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0195,  -0.0844,  2.0325,  3.1500,  -6.9300,  0.8400,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0244,  -0.0810,  2.0354,  4.0600,  -19.1800,  -5.3200,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0210,  -0.0839,  2.0369,  7.6300,  -13.0200,  -4.4100,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0224,  -0.0786,  2.0359,  3.2200,  -10.4300,  -4.4100,  21.6875,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0249,  -0.0859,  2.0350,  2.3100,  -6.0200,  -5.3200,  21.7031,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0293,  -0.0839,  2.0423,  0.4900,  -12.1800,  -2.6600,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0220,  -0.0820,  2.0403,  5.8800,  -10.4300,  -1.8200,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0283,  -0.0849,  2.0389,  4.0600,  -11.2700,  -2.6600,  21.7383,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0303,  -0.0834,  2.0325,  4.0600,  -6.0200,  -7.9800,  21.6953,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0146,  -0.0839,  2.0354,  -1.2600,  -10.4300,  -6.1600,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0278,  -0.0805,  2.0296,  4.9700,  -8.6800,  -1.7500,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0259,  -0.0791,  2.0354,  4.0600,  -11.2700,  -5.3200,  21.7305,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0171,  -0.0874,  2.0389,  1.4000,  -7.7700,  0.0000,  21.6797,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0200,  -0.0825,  2.0320,  4.0600,  -5.1800,  -1.7500,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0268,  -0.0883,  2.0325,  4.0600,  -13.0200,  -14.1400,  21.7461,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0288,  -0.0781,  2.0442,  1.4000,  -1.6800,  4.4100,  21.7305,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0273,  -0.0849,  2.0413,  2.3100,  -16.5200,  2.6600,  21.6953,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0220,  -0.0864,  2.0315,  2.3100,  -9.5200,  -7.9800,  21.6719,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0273,  -0.0800,  2.0330,  1.4000,  -8.6800,  3.5000,  21.7031,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0220,  -0.0888,  2.0350,  2.3100,  -9.5200,  -1.7500,  21.6641,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0249,  -0.0795,  2.0330,  2.3100,  -15.6800,  0.0000,  21.7305,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0264,  -0.0834,  2.0389,  -1.3300,  -6.0200,  1.7500,  21.7500,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0264,  -0.0888,  2.0359,  -4.8300,  -12.1800,  0.0000,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0229,  -0.0834,  2.0359,  1.4000,  -6.9300,  -2.6600,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0229,  -0.0830,  2.0394,  5.8800,  -9.5200,  -4.4100,  21.7305,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0283,  -0.0820,  2.0394,  -0.3500,  -12.1800,  -4.4100,  21.6875,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0259,  -0.0859,  2.0350,  -3.0800,  -5.1800,  -2.6600,  21.6875,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0259,  -0.0859,  2.0359,  2.2400,  3.5700,  5.3200,  21.7578,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0273,  -0.0776,  2.0320,  -0.3500,  -2.5200,  2.6600,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0264,  -0.0820,  2.0398,  1.4000,  -9.5200,  -2.6600,  21.7148,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
0.0249,  -0.0805,  2.0315,  8.5400,  -11.2700,  -2.6600,  21.7227,  1030.0000,  50.0000,  49.8039,  20.0000,  0.0000,  0.0000,  0.0000,  -128.0000,  -128.0000
